Time,EXX,SXX
34.8,0.00004,45.63
34.9,0.00003,45.63
35,0.00004,46.15
35.1,0.00004,46.67
35.2,0.00004,46.67
35.3,0.00004,47.19
35.4,0.00004,47.71
35.5,0.00004,48.23
35.6,0.00004,48.23
35.7,0.00004,48.75
35.8,0.00004,49.27
35.9,0.00004,49.27
36,0.00004,49.79
36.1,0.00004,50.2
36.2,0.00004,50.72
36.3,0.00004,50.72
36.4,0.00005,51.24
36.5,0.00005,51.76
36.6,0.00004,51.76
36.7,0.00004,52.28
36.8,0.00005,52.8
36.9,0.00005,53.32
37,0.00004,53.32
37.1,0.00005,53.84
37.2,0.00005,54.26
37.3,0.00004,54.26
37.4,0.00004,54.78
37.5,0.00005,55.29
37.6,0.00004,55.81
37.7,0.00004,55.81
37.8,0.00005,56.33
37.9,0.00005,56.85
38,0.00005,56.85
38.1,0.00005,57.37
38.2,0.00006,57.89
38.3,0.00005,58.41
38.4,0.00005,58.41
38.5,0.00005,58.83
38.6,0.00005,59.35
38.7,0.00005,59.87
38.8,0.00005,59.87
38.9,0.00006,60.39
39,0.00006,61.43
39.1,0.00005,61.43
39.2,0.00005,61.43
39.3,0.00005,61.95
39.4,0.00005,62.47
39.5,0.00005,62.88
39.6,0.00005,62.88
39.7,0.00005,63.92
39.8,0.00005,64.44
39.9,0.00005,64.44
40,0.00006,64.96
40.1,0.00005,65.48
40.2,0.00005,66
40.3,0.00006,66
40.4,0.00006,66.52
40.5,0.00005,67.04
40.6,0.00006,67.46
40.7,0.00006,67.46
40.8,0.00006,67.98
40.9,0.00006,67.98
41,0.00006,68.5
41.1,0.00006,69.01
41.2,0.00005,69.53
41.3,0.00005,69.53
41.4,0.00006,70.05
41.5,0.00006,70.57
41.6,0.00006,70.57
41.7,0.00006,71.09
41.8,0.00007,71.51
41.9,0.00006,72.03
42,0.00006,72.55
42.1,0.00006,73.07
42.2,0.00006,73.59
42.3,0.00006,73.59
42.4,0.00006,74.11
42.5,0.00006,74.63
42.6,0.00005,75.15
42.7,0.00006,75.15
42.8,0.00006,75.67
42.9,0.00006,76.08
43,0.00006,76.6
43.1,0.00007,77.12
43.2,0.00007,77.64
43.3,0.00006,78.16
43.4,0.00006,78.68
43.5,0.00007,78.68
43.6,0.00007,79.2
43.7,0.00006,79.72
43.8,0.00006,80.14
43.9,0.00007,80.66
44,0.00007,81.18
44.1,0.00007,81.18
44.2,0.00007,81.7
44.3,0.00007,82.21
44.4,0.00006,82.21
44.5,0.00006,82.73
44.6,0.00007,83.25
44.7,0.00007,83.77
44.8,0.00007,83.77
44.9,0.00007,84.29
45,0.00007,84.71
45.1,0.00007,85.23
45.2,0.00007,85.23
45.3,0.00007,85.75
45.4,0.00007,86.79
45.5,0.00007,86.79
45.6,0.00007,87.83
45.7,0.00007,87.83
45.8,0.00007,88.35
45.9,0.00007,88.76
46,0.00007,89.28
46.1,0.00007,89.8
46.2,0.00007,90.32
46.3,0.00007,90.84
46.4,0.00008,91.36
46.5,0.00007,91.88
46.6,0.00007,91.88
46.7,0.00008,92.4
46.8,0.00007,92.92
46.9,0.00008,93.34
47,0.00008,93.86
47.1,0.00008,93.86
47.2,0.00008,94.9
47.3,0.00008,94.9
47.4,0.00008,95.42
47.5,0.00008,95.93
47.6,0.00007,96.45
47.7,0.00008,96.97
47.8,0.00008,96.97
47.9,0.00008,97.91
48,0.00008,97.91
48.1,0.00008,98.95
48.2,0.00008,98.95
48.3,0.00008,99.47
48.4,0.00008,99.99
48.5,0.00008,100.51
48.6,0.00008,101.03
48.7,0.00008,101.55
48.8,0.00008,101.55
48.9,0.00008,101.96
49,0.00008,102.48
49.1,0.00008,103
49.2,0.00009,103
49.3,0.00009,103.52
49.4,0.00009,104.04
49.5,0.00008,104.56
49.6,0.00008,105.08
49.7,0.00008,105.6
49.8,0.00008,106.12
49.9,0.00009,106.54
50,0.00008,106.54
50.1,0.00008,107.58
50.2,0.00009,107.58
50.3,0.00009,108.1
50.4,0.00009,108.62
50.5,0.00009,109.13
50.6,0.00008,109.65
50.7,0.00009,110.17
50.8,0.00009,110.59
50.9,0.00009,110.59
51,0.00009,111.11
51.1,0.00009,111.63
51.2,0.00009,112.15
51.3,0.00009,112.67
51.4,0.00009,113.19
51.5,0.00009,113.71
51.6,0.00009,114.23
51.7,0.00009,114.75
51.8,0.0001,114.75
51.9,0.00009,115.16
52,0.00009,115.68
52.1,0.00009,116.2
52.2,0.00009,116.72
52.3,0.00009,117.24
52.4,0.00009,117.76
52.5,0.00009,118.28
52.6,0.00009,118.8
52.7,0.0001,118.8
52.8,0.00009,119.22
52.9,0.00009,119.74
53,0.00009,120.26
53.1,0.00009,120.78
53.2,0.0001,121.3
53.3,0.00009,121.82
53.4,0.00009,122.33
53.5,0.00009,122.85
53.6,0.0001,122.85
53.7,0.00009,123.37
53.8,0.00009,123.79
53.9,0.0001,124.31
54,0.00009,124.83
54.1,0.00009,125.35
54.2,0.0001,125.87
54.3,0.0001,126.39
54.4,0.00009,126.91
54.5,0.0001,127.43
54.6,0.0001,127.84
54.7,0.0001,128.36
54.8,0.00009,128.88
54.9,0.0001,129.4
55,0.0001,129.92
55.1,0.0001,130.44
55.2,0.0001,130.96
55.3,0.00011,130.96
55.4,0.0001,132
55.5,0.0001,132.42
55.6,0.0001,132.94
55.7,0.0001,132.94
55.8,0.0001,133.46
55.9,0.0001,133.98
56,0.00011,134.5
56.1,0.00011,135.02
56.2,0.00011,135.54
56.3,0.0001,136.05
56.4,0.0001,136.47
56.5,0.0001,136.99
56.6,0.0001,137.51
56.7,0.00011,138.03
56.8,0.00011,138.55
56.9,0.0001,139.07
57,0.00011,139.59
57.1,0.00011,139.59
57.2,0.00011,140.11
57.3,0.0001,140.63
57.4,0.00011,141.04
57.5,0.00011,141.56
57.6,0.0001,142.08
57.7,0.0001,142.6
57.8,0.00011,143.12
57.9,0.00011,143.64
58,0.00011,143.64
58.1,0.00011,144.16
58.2,0.00011,144.68
58.3,0.00011,145.1
58.4,0.00011,145.62
58.5,0.00011,146.14
58.6,0.00011,146.66
58.7,0.00011,147.18
58.8,0.00011,147.7
58.9,0.00011,148.22
59,0.00011,148.74
59.1,0.00011,149.25
59.2,0.00012,149.67
59.3,0.00011,150.19
59.4,0.00011,150.71
59.5,0.00011,151.23
59.6,0.00011,151.23
59.7,0.00011,152.27
59.8,0.00011,152.27
59.9,0.00011,153.31
60,0.00011,153.31
60.1,0.00011,153.72
60.2,0.00011,154.24
60.3,0.00012,154.76
60.4,0.00012,155.28
60.5,0.00011,155.8
60.6,0.00011,156.32
60.7,0.00012,156.84
60.8,0.00011,157.36
60.9,0.00011,157.36
61,0.00012,157.88
61.1,0.00012,158.3
61.2,0.00011,158.82
61.3,0.00011,159.34
61.4,0.00012,160.38
61.5,0.00012,160.9
61.6,0.00011,160.9
61.7,0.00012,161.42
61.8,0.00012,161.94
61.9,0.00012,162.35
62,0.00012,162.87
62.1,0.00012,163.39
62.2,0.00012,164.43
62.3,0.00011,164.43
62.4,0.00012,164.95
62.5,0.00012,165.47
62.6,0.00012,165.99
62.7,0.00012,165.99
62.8,0.00012,166.51
62.9,0.00012,166.92
63,0.00012,167.44
63.1,0.00012,167.96
63.2,0.00013,168.48
63.3,0.00012,169
63.4,0.00012,169.52
63.5,0.00012,170.04
63.6,0.00012,170.56
63.7,0.00012,171.08
63.8,0.00012,171.5
63.9,0.00013,172.02
64,0.00012,172.54
64.1,0.00013,173.06
64.2,0.00013,173.58
64.3,0.00012,174.1
64.4,0.00012,175.14
64.5,0.00012,175.14
64.6,0.00013,175.55
64.7,0.00013,176.07
64.8,0.00013,176.59
64.9,0.00012,177.11
65,0.00013,177.63
65.1,0.00013,178.15
65.2,0.00012,178.15
65.3,0.00013,179.19
65.4,0.00012,179.71
65.5,0.00012,180.12
65.6,0.00013,180.64
65.7,0.00013,181.16
65.8,0.00013,181.68
65.9,0.00013,182.2
66,0.00013,182.72
66.1,0.00013,183.24
66.2,0.00013,183.76
66.3,0.00013,184.18
66.4,0.00013,184.7
66.5,0.00013,185.22
66.6,0.00013,185.74
66.7,0.00013,186.26
66.8,0.00013,186.26
66.9,0.00013,186.78
67,0.00013,187.3
67.1,0.00013,187.82
67.2,0.00013,187.82
67.3,0.00013,188.34
67.4,0.00013,188.75
67.5,0.00014,189.27
67.6,0.00014,190.31
67.7,0.00013,190.83
67.8,0.00013,191.35
67.9,0.00013,191.87
68,0.00013,192.39
68.1,0.00013,192.39
68.2,0.00014,192.8
68.3,0.00014,193.32
68.4,0.00014,193.84
68.5,0.00014,194.36
68.6,0.00013,194.88
68.7,0.00013,195.4
68.8,0.00014,195.92
68.9,0.00014,196.96
69,0.00014,197.38
69.1,0.00014,197.38
69.2,0.00014,198.42
69.3,0.00015,198.42
69.4,0.00014,199.46
69.5,0.00014,199.46
69.6,0.00014,199.98
69.7,0.00014,200.5
69.8,0.00013,201.02
69.9,0.00014,201.43
70,0.00014,201.95
70.1,0.00014,202.47
70.2,0.00014,202.99
70.3,0.00014,203.51
70.4,0.00014,204.03
70.5,0.00014,205.07
70.6,0.00014,205.07
70.7,0.00014,206
70.8,0.00015,206.52
70.9,0.00014,206.52
71,0.00014,207.56
71.1,0.00015,207.56
71.2,0.00014,208.6
71.3,0.00014,208.6
71.4,0.00015,209.12
71.5,0.00015,210.06
71.6,0.00014,210.58
71.7,0.00014,210.58
71.8,0.00015,211.1
71.9,0.00015,212.14
72,0.00014,212.14
72.1,0.00015,213.18
72.2,0.00015,213.18
72.3,0.00015,213.7
72.4,0.00014,214.22
72.5,0.00015,214.63
72.6,0.00015,215.15
72.7,0.00014,215.67
72.8,0.00015,216.19
72.9,0.00014,216.71
73,0.00014,217.23
73.1,0.00014,217.23
73.2,0.00015,217.75
73.3,0.00015,218.27
73.4,0.00015,218.69
73.5,0.00015,219.21
73.6,0.00015,219.72
73.7,0.00015,220.24
73.8,0.00015,220.76
73.9,0.00015,220.76
74,0.00015,221.8
74.1,0.00015,222.32
74.2,0.00015,222.84
74.3,0.00016,223.26
74.4,0.00016,223.78
74.5,0.00015,224.3
74.6,0.00016,225.34
74.7,0.00016,225.86
74.8,0.00015,226.38
74.9,0.00016,226.38
75,0.00016,226.9
75.1,0.00016,227.42
75.2,0.00016,228.35
75.3,0.00016,228.87
75.4,0.00016,228.87
75.5,0.00016,229.91
75.6,0.00016,229.91
75.7,0.00016,230.43
75.8,0.00015,231.47
75.9,0.00016,231.47
76,0.00016,231.89
76.1,0.00016,232.41
76.2,0.00016,232.92
76.3,0.00016,233.96
76.4,0.00016,234.48
76.5,0.00016,235
76.6,0.00016,235
76.7,0.00016,235
76.8,0.00016,235.52
76.9,0.00017,236.04
77,0.00016,236.04
77.1,0.00016,236.46
77.2,0.00016,236.98
77.3,0.00016,237.5
77.4,0.00016,238.54
77.5,0.00017,239.06
77.6,0.00017,239.58
77.7,0.00016,240.1
77.8,0.00017,240.51
77.9,0.00017,241.55
78,0.00017,242.07
78.1,0.00017,242.59
78.2,0.00017,243.11
78.3,0.00017,243.63
78.4,0.00017,244.15
78.5,0.00017,244.67
78.6,0.00017,245.09
78.7,0.00017,245.61
78.8,0.00017,246.12
78.9,0.00017,246.64
79,0.00017,247.16
79.1,0.00017,247.68
79.2,0.00017,247.68
79.3,0.00018,248.2
79.4,0.00017,248.72
79.5,0.00017,249.14
79.6,0.00017,249.66
79.7,0.00017,250.18
79.8,0.00017,250.7
79.9,0.00017,251.22
80,0.00018,251.74
80.1,0.00017,252.78
80.2,0.00017,253.3
80.3,0.00017,253.71
80.4,0.00017,253.71
80.5,0.00017,254.75
80.6,0.00018,255.27
80.7,0.00017,255.79
80.8,0.00017,256.31
80.9,0.00017,256.83
81,0.00018,257.35
81.1,0.00018,257.77
81.2,0.00018,258.29
81.3,0.00017,258.81
81.4,0.00018,259.33
81.5,0.00018,259.84
81.6,0.00018,260.88
81.7,0.00018,260.88
81.8,0.00018,261.4
81.9,0.00019,261.92
82,0.00018,262.86
82.1,0.00018,262.86
82.2,0.00018,263.38
82.3,0.00018,263.9
82.4,0.00018,264.42
82.5,0.00018,264.94
82.6,0.00019,265.46
82.7,0.00018,265.98
82.8,0.00018,265.98
82.9,0.00018,266.91
83,0.00018,266.91
83.1,0.00018,267.43
83.2,0.00018,267.95
83.3,0.00019,268.99
83.4,0.00019,268.99
83.5,0.00018,269.51
83.6,0.00019,270.03
83.7,0.00018,270.55
83.8,0.00019,270.97
83.9,0.00018,271.49
84,0.00019,272.53
84.1,0.00019,273.04
84.2,0.00018,273.56
84.3,0.00019,273.56
84.4,0.00019,274.6
84.5,0.00019,275.02
84.6,0.00019,275.54
84.7,0.00019,276.06
84.8,0.00019,277.1
84.9,0.00019,277.62
85,0.00019,278.14
85.1,0.00019,278.66
85.2,0.0002,279.18
85.3,0.00019,279.59
85.4,0.00019,280.11
85.5,0.00019,281.15
85.6,0.00019,281.15
85.7,0.00019,281.67
85.8,0.0002,282.19
85.9,0.0002,282.19
86,0.00019,282.71
86.1,0.0002,283.23
86.2,0.0002,284.17
86.3,0.00019,284.69
86.4,0.0002,284.69
86.5,0.0002,285.21
86.6,0.0002,285.73
86.7,0.00019,286.76
86.8,0.0002,286.76
86.9,0.0002,287.28
87,0.0002,288.22
87.1,0.0002,288.22
87.2,0.0002,288.74
87.3,0.0002,289.78
87.4,0.0002,290.3
87.5,0.0002,290.82
87.6,0.00021,291.34
87.7,0.00021,291.86
87.8,0.0002,292.27
87.9,0.0002,292.79
88,0.00021,293.31
88.1,0.0002,293.83
88.2,0.0002,293.83
88.3,0.00021,294.35
88.4,0.00021,295.39
88.5,0.0002,295.39
88.6,0.0002,295.91
88.7,0.00021,296.85
88.8,0.0002,296.85
88.9,0.0002,297.37
89,0.00021,297.89
89.1,0.00021,298.41
89.2,0.0002,298.93
89.3,0.0002,299.45
89.4,0.00021,299.96
89.5,0.00021,300.48
89.6,0.00021,301
89.7,0.00021,301.42
89.8,0.00021,301.94
89.9,0.00021,302.46
90,0.00021,302.98
90.1,0.00021,303.5
90.2,0.00022,304.02
90.3,0.00021,304.54
90.4,0.00021,304.54
90.5,0.00022,305.47
90.6,0.00021,305.99
90.7,0.00021,306.51
90.8,0.00021,307.03
90.9,0.00021,307.55
91,0.00021,308.07
91.1,0.00021,308.59
91.2,0.00022,309.11
91.3,0.00022,310.05
91.4,0.00022,310.05
91.5,0.00022,310.57
91.6,0.00022,311.61
91.7,0.00021,312.13
91.8,0.00022,312.13
91.9,0.00022,312.65
92,0.00022,313.16
92.1,0.00022,313.68
92.2,0.00021,314.1
92.3,0.00022,314.62
92.4,0.00022,315.14
92.5,0.00022,315.66
92.6,0.00022,315.66
92.7,0.00022,316.18
92.8,0.00022,317.22
92.9,0.00022,317.22
93,0.00022,318.26
93.1,0.00022,318.67
93.2,0.00022,319.19
93.3,0.00023,319.71
93.4,0.00022,320.23
93.5,0.00022,320.23
93.6,0.00022,320.75
93.7,0.00023,321.27
93.8,0.00023,321.79
93.9,0.00022,322.31
94,0.00022,322.31
94.1,0.00023,322.73
94.2,0.00023,323.25
94.3,0.00023,323.77
94.4,0.00023,324.29
94.5,0.00023,324.81
94.6,0.00023,325.33
94.7,0.00023,325.85
94.8,0.00023,326.37
94.9,0.00023,326.88
95,0.00022,326.88
95.1,0.00023,327.3
95.2,0.00023,327.82
95.3,0.00023,328.34
95.4,0.00023,328.34
95.5,0.00023,328.86
95.6,0.00023,329.38
95.7,0.00023,329.9
95.8,0.00022,330.42
95.9,0.00023,330.42
96,0.00024,331.35
96.1,0.00023,331.35
96.2,0.00023,331.87
96.3,0.00024,332.39
96.4,0.00023,332.39
96.5,0.00023,332.91
96.6,0.00023,333.43
96.7,0.00023,333.95
96.8,0.00023,333.95
96.9,0.00023,334.47
97,0.00024,334.99
97.1,0.00024,335.51
97.2,0.00024,335.93
97.3,0.00024,336.45
97.4,0.00024,336.97
97.5,0.00023,337.49
97.6,0.00023,337.49
97.7,0.00024,338.01
97.8,0.00024,339.05
97.9,0.00024,339.05
98,0.00024,339.57
98.1,0.00024,339.98
98.2,0.00024,340.5
98.3,0.00024,340.5
98.4,0.00025,341.02
98.5,0.00025,341.54
98.6,0.00024,342.06
98.7,0.00024,342.58
98.8,0.00025,343.1
98.9,0.00024,343.62
99,0.00024,344.14
99.1,0.00025,344.55
99.2,0.00025,344.55
99.3,0.00024,345.07
99.4,0.00025,345.59
99.5,0.00025,346.11
99.6,0.00025,346.11
99.7,0.00025,346.63
99.8,0.00025,347.15
99.9,0.00024,347.15
100,0.00025,347.67
100.1,0.00025,348.19
100.2,0.00025,348.19
100.3,0.00025,348.61
100.4,0.00025,349.13
100.5,0.00025,349.13
100.6,0.00026,349.65
100.7,0.00026,350.17
100.8,0.00025,350.17
100.9,0.00026,350.69
101,0.00026,351.21
101.1,0.00025,351.73
101.2,0.00026,352.25
101.3,0.00026,352.25
101.4,0.00026,352.77
101.5,0.00026,353.18
101.6,0.00026,353.18
101.7,0.00026,353.7
101.8,0.00025,354.22
101.9,0.00026,354.22
102,0.00026,354.74
102.1,0.00026,355.26
102.2,0.00025,355.26
102.3,0.00026,355.78
102.4,0.00026,355.78
102.5,0.00026,356.3
102.6,0.00026,356.3
102.7,0.00026,356.82
102.8,0.00026,357.34
102.9,0.00026,357.34
103,0.00026,357.75
103.1,0.00027,358.27
103.2,0.00026,358.79
103.3,0.00027,358.79
103.4,0.00027,359.31
103.5,0.00027,359.83
103.6,0.00027,360.35
103.7,0.00027,360.35
103.8,0.00028,360.87
103.9,0.00027,360.87
104,0.00027,361.39
104.1,0.00027,361.39
104.2,0.00027,361.81
104.3,0.00027,362.33
104.4,0.00027,362.33
104.5,0.00028,362.85
104.6,0.00028,362.85
104.7,0.00027,362.85
104.8,0.00027,363.37
104.9,0.00028,363.89
105,0.00028,364.41
105.1,0.00028,364.41
105.2,0.00028,364.41
105.3,0.00027,364.93
105.4,0.00027,364.93
105.5,0.00028,365.45
105.6,0.00028,365.97
105.7,0.00028,365.97
105.8,0.00028,366.38
105.9,0.00028,366.38
106,0.00028,366.9
106.1,0.00028,366.9
106.2,0.00028,367.42
106.3,0.00029,367.42
106.4,0.00029,367.94
106.5,0.00028,367.94
106.6,0.00029,368.46
106.7,0.00029,368.98
106.8,0.00029,368.98
106.9,0.00029,369.5
107,0.00029,369.5
107.1,0.00029,369.5
107.2,0.00028,370.02
107.3,0.00028,370.02
107.4,0.00029,370.43
107.5,0.00029,370.43
107.6,0.00029,370.95
107.7,0.00029,370.95
107.8,0.0003,370.95
107.9,0.00029,371.47
108,0.00029,371.99
108.1,0.0003,372.51
108.2,0.00029,372.51
108.3,0.00029,373.03
108.4,0.00029,373.55
108.5,0.0003,373.55
108.6,0.00029,374.07
108.7,0.0003,374.07
108.8,0.0003,374.07
108.9,0.0003,374.59
109,0.0003,374.59
109.1,0.0003,374.59
109.2,0.0003,375.01
109.3,0.0003,375.01
109.4,0.0003,375.01
109.5,0.0003,375.53
109.6,0.00031,376.05
109.7,0.0003,376.05
109.8,0.0003,376.05
109.9,0.00031,376.57
110,0.00031,376.57
110.1,0.0003,377.09
110.2,0.00031,377.09
110.3,0.00031,377.09
110.4,0.00031,377.61
110.5,0.00031,377.61
110.6,0.00031,377.61
110.7,0.00031,378.13
110.8,0.00031,378.13
110.9,0.00031,378.13
111,0.00031,378.65
111.1,0.00031,378.65
111.2,0.00031,378.65
111.3,0.00031,378.65
111.4,0.00031,379.06
111.5,0.00031,379.58
111.6,0.00031,379.58
111.7,0.00032,380.1
