Time,EXX,SXX
1420,0.02,60.4431
1440,0.02,60.4167
1460,0.02,60.3908
1480,0.02,60.3653
1500,0.02,60.3403
1520,0.02,60.3156
1540,0.02,60.2915
1560,0.02,60.2677
1580,0.02,60.2442
1600,0.02,60.2212
1620,0.02,60.1985
1640,0.02,60.1762
1660,0.02,60.1542
1680,0.02,60.1326
1700,0.02,60.1113
1720,0.02,60.0903
1740,0.02,60.0696
1760,0.02,60.0492
1780,0.02,60.0291
1800,0.02,60.0093
1820,0.02,59.9897
1840,0.02,59.9704
1860,0.02,59.9514
1880,0.02,59.9327
1900,0.02,59.9142
1920,0.02,59.8959
1940,0.02,59.8779
1960,0.02,59.8601
1980,0.02,59.8426
2000,0.02,59.8252
2020,0.02,59.8081
2040,0.02,59.7912
2060,0.02,59.7745
2080,0.02,59.758
2100,0.02,59.7417
2120,0.02,59.7256
2140,0.02,59.7097
2160,0.02,59.694
2180,0.02,59.6784
2200,0.02,59.663
2220,0.02,59.6479
2240,0.02,59.6328
2260,0.02,59.618
2280,0.02,59.6033
2300,0.02,59.5888
2320,0.02,59.5744
2340,0.02,59.5602
2360,0.02,59.5461
2380,0.02,59.5322
2400,0.02,59.5184
2420,0.02,59.5048
2440,0.02,59.4913
2460,0.02,59.4779
2480,0.02,59.4647
2500,0.02,59.4516
2520,0.02,59.4387
2540,0.02,59.4258
2560,0.02,59.4131
2580,0.02,59.4006
2600,0.02,59.3881
2620,0.02,59.3758
2640,0.02,59.3635
2660,0.02,59.3514
2680,0.0133333,-91.9538
2700,0.00666667,-95.4505
2720,1.08E-18,-95.5475
2720.4,-7.18E-34,-91.1147
2720.8,-1.16E-31,-88.2806
2721.2,-4.13E-34,-86.2634
2721.6,-9.48E-34,-84.7273
2722,-1.42E-34,-83.5026
2722.4,3.30E-35,-82.4931
2722.8,3.90E-36,-81.6401
2723.2,3.24E-34,-80.9051
2723.6,1.09E-33,-80.262
2724,1.71E-34,-79.692
2724.4,-8.06E-35,-79.1815
2724.8,3.35E-35,-78.7203
2725.2,-1.17E-27,-78.3004
2725.6,4.66E-28,-77.9156
2726,2.29E-28,-77.561
2726.4,2.28E-28,-77.2325
2726.8,7.67E-29,-76.9269
2727.2,1.99E-28,-76.6414
2727.6,-7.84E-29,-76.3738
2728,-7.44E-30,-76.1221
2728.4,2.46E-29,-75.8848
2728.8,-1.41E-29,-75.6603
2729.2,3.99E-29,-75.4475
2729.6,2.99E-29,-75.2454
2730,5.90E-30,-75.0529
2730.4,3.63E-30,-74.8694
2730.8,2.98E-30,-74.694
2731.2,-9.54E-30,-74.5261
2731.6,-5.48E-30,-74.3652
2732,-5.75E-30,-74.2108
2732.4,4.87E-30,-74.0623
2732.8,-7.01E-30,-73.9195
2733.2,-9.04E-30,-73.7818
2733.6,-2.69E-32,-73.6491
2734,3.86E-30,-73.5209
2734.4,-5.15E-30,-73.397
2734.8,1.35E-30,-73.2772
2735.2,1.84E-30,-73.1612
2735.6,-1.17E-30,-73.0488
2736,1.03E-30,-72.9397
2736.4,-8.36E-31,-72.8339
2736.8,1.02E-30,-72.7311
2737.2,2.47E-31,-72.6312
2737.6,5.36E-31,-72.5341
2738,-1.27E-30,-72.4396
2738.4,-6.14E-31,-72.3475
2738.8,4.30E-31,-72.2579
2739.2,-5.69E-31,-72.1704
2739.6,-1.25E-31,-72.0852
2740,3.35E-31,-72.002
2740.4,-2.36E-31,-71.9208
2740.8,-4.82E-31,-71.8414
2741.2,2.85E-31,-71.7639
2741.6,-3.04E-31,-71.6881
2742,-7.79E-33,-71.614
2742.4,-1.10E-31,-71.5415
2742.8,-2.81E-32,-71.4705
2743.2,-5.38E-31,-71.401
2743.6,8.41E-32,-71.333
2744,3.70E-33,-71.2663
2744.4,-1.32E-31,-71.2009
2744.8,1.89E-31,-71.1368
2745.2,-1.50E-31,-71.074
2745.6,-1.50E-31,-71.0123
2746,4.51E-32,-70.9518
2746.4,-1.40E-31,-70.8924
2746.8,-2.06E-31,-70.834
2747.2,2.41E-31,-70.7767
2747.6,-1.39E-31,-70.7204
2748,1.17E-31,-70.6651
2748.4,4.99E-32,-70.6107
2748.8,5.89E-32,-70.5573
2749.2,1.45E-31,-70.5047
2749.6,1.83E-32,-70.453
2750,2.09E-32,-70.4021
2750.4,4.21E-33,-70.352
2750.8,-6.74E-32,-70.3027
2751.2,4.04E-32,-70.2542
2751.6,4.73E-32,-70.2064
2752,3.89E-32,-70.1594
2752.4,3.05E-32,-70.113
2752.8,-6.14E-32,-70.0673
2753.2,-2.84E-32,-70.0223
2753.6,4.55E-33,-69.978
2754,2.01E-32,-69.9343
2754.4,-1.86E-32,-69.8912
2754.8,-5.23E-32,-69.8487
2755.2,-1.42E-32,-69.8067
2755.6,2.58E-32,-69.7654
2756,2.23E-32,-69.7246
2756.4,5.90E-33,-69.6843
2756.8,2.06E-32,-69.6446
2757.2,-9.36E-33,-69.6054
2757.6,2.84E-32,-69.5667
2758,3.43E-32,-69.5285
2758.4,-1.30E-32,-69.4908
2758.8,-1.99E-32,-69.4535
2759.2,-2.02E-32,-69.4167
2759.6,1.13E-32,-69.3804
2760,1.52E-33,-69.3445
2780,7.04E-32,-68.1602
2800,1.33E-33,-67.301
2820,4.12E-35,-66.6384
2840,-7.15E-35,-66.1053
2860,2.25E-35,-65.663
2880,9.70E-34,-65.2874
2900,6.48E-34,-64.9623
2920,-3.06E-34,-64.677
2940,-6.76E-35,-64.4234
2960,3.59E-28,-64.1958
2980,-6.68E-29,-63.9898
3000,-4.40E-29,-63.8019
3020,-4.95E-29,-63.6294
3040,-8.55E-29,-63.4703
3060,1.79E-29,-63.3227
3080,-1.04E-28,-63.1853
3100,7.92E-29,-63.0568
3120,-4.13E-30,-62.9363
3140,1.27E-29,-62.8228
3160,2.28E-29,-62.7158
3180,1.64E-29,-62.6144
3200,-2.43E-29,-62.5184
3220,-4.36E-30,-62.427
3240,-4.97E-31,-62.34
3260,1.21E-30,-62.257
3280,6.95E-31,-62.1777
3300,3.41E-30,-62.1017
3320,-5.90E-30,-62.0288
3340,5.86E-31,-61.9589
3360,6.66E-30,-61.8916
3380,2.93E-31,-61.8269
3400,-1.32E-30,-61.7645
3420,4.65E-31,-61.7043
3440,2.84E-32,-61.6462
3460,2.34E-30,-61.59
3480,-1.18E-31,-61.5356
3500,-7.92E-31,-61.483
3520,1.04E-31,-61.432
3540,9.33E-32,-61.3825
3560,-1.87E-30,-61.3344
3580,3.97E-31,-61.2877
3600,-1.02E-31,-61.2424
3620,-6.18E-31,-61.1982
3640,-2.81E-32,-61.1553
3660,-5.97E-31,-61.1135
3680,2.04E-31,-61.0727
3700,-6.40E-33,-61.033
3720,-3.56E-31,-60.9942
3740,-3.10E-31,-60.9564
3760,1.32E-31,-60.9195
3780,-1.11E-31,-60.8834
3800,2.00E-31,-60.8481
3820,-1.47E-31,-60.8137
3840,7.85E-32,-60.78
3860,1.53E-31,-60.747
3880,-1.05E-31,-60.7147
3900,-1.61E-32,-60.6831
3920,3.75E-33,-60.6521
3940,1.23E-32,-60.6217
3960,-8.74E-32,-60.592
3980,2.94E-32,-60.5628
4000,-4.49E-32,-60.5342
4020,-4.98E-32,-60.5061
4040,-1.23E-32,-60.4786
4060,-1.32E-31,-60.4515
4080,6.22E-32,-60.4249
4100,-3.13E-32,-60.3989
4120,1.05E-31,-60.3732
4140,-5.15E-32,-60.348
4160,-8.99E-33,-60.3233
4180,-5.11E-32,-60.2989
4200,-3.33E-32,-60.275
4220,-6.34E-33,-60.2514
4240,-2.07E-32,-60.2282
4260,1.21E-32,-60.2054
4280,1.76E-32,-60.183
4300,-9.95E-33,-60.1609
4320,-4.74E-33,-60.1391
4340,2.46E-32,-60.1176
4360,2.49E-32,-60.0965
4380,1.04E-32,-60.0757
4400,-1.21E-33,-60.0552
4420,-1.27E-32,-60.035
4440,-5.01E-33,-60.0151
4460,-2.05E-34,-59.9954
4480,-2.80E-33,-59.9761
4500,1.02E-32,-59.9569
4520,-1.24E-32,-59.9381
4540,1.13E-32,-59.9195
4560,3.59E-33,-59.9012
4580,-1.92E-33,-59.883
4600,3.95E-34,-59.8652
4620,-3.29E-33,-59.8475
4640,-9.23E-33,-59.8301
4660,-4.74E-30,-59.8129
4680,6.87E-30,-59.7959
4700,1.44E-29,-59.7791
4720,2.82E-30,-59.7626
4740,4.25E-30,-59.7462
4760,-7.80E-30,-59.73
4780,-2.36E-30,-59.714
4800,-9.78E-30,-59.6982
4820,5.66E-30,-59.6826
4840,-3.39E-30,-59.6672
4860,4.45E-30,-59.6519
4880,3.52E-30,-59.6369
4900,-6.43E-31,-59.6219
4920,-5.48E-30,-59.6072
4940,4.57E-31,-59.5926
4960,5.56E-31,-59.5782
4980,-1.76E-30,-59.5639
5000,3.40E-30,-59.5498
5020,-2.09E-30,-59.5358
5040,-6.87E-30,-59.522
5060,1.93E-31,-59.5083
5080,-9.73E-31,-59.4947
5100,2.08E-30,-59.4813
5120,-1.48E-30,-59.4681
5140,4.37E-30,-59.4549
5160,-5.80E-30,-59.4419
5180,-1.09E-30,-59.429
5200,2.92E-30,-59.4163
5220,-3.01E-30,-59.4037
5240,1.62E-30,-59.3912
5260,4.18E-30,-59.3788
5280,-9.83E-31,-59.3665
5300,-1.93E-30,-59.3544
5320,1.75E-30,-59.3423
5340,0.01,96.1831
5360,0.02,98.5744
5380,0.02,78.166
5400,0.02,72.8456
5420,0.02,70.3431
5440,0.02,68.8336
5440.4,0.02,68.8037
5440.8,0.02,68.7741
5441.2,0.02,68.7449
5441.6,0.02,68.7159
5442,0.02,68.6872
5442.4,0.02,68.6588
5442.8,0.02,68.6307
5443.2,0.02,68.6029
5443.6,0.02,68.5753
5444,0.02,68.548
5444.4,0.02,68.521
5444.8,0.02,68.4942
5445.2,0.02,68.4676
5445.6,0.02,68.4414
5446,0.02,68.4153
5446.4,0.02,68.3895
5446.8,0.02,68.364
5447.2,0.02,68.3386
5447.6,0.02,68.3135
5448,0.02,68.2887
5448.4,0.02,68.264
5448.8,0.02,68.2396
5449.2,0.02,68.2153
5449.6,0.02,68.1913
5450,0.02,68.1675
5450.4,0.02,68.1439
5450.8,0.02,68.1205
5451.2,0.02,68.0973
5451.6,0.02,68.0743
5452,0.02,68.0514
5452.4,0.02,68.0288
5452.8,0.02,68.0064
5453.2,0.02,67.9841
5453.6,0.02,67.962
5454,0.02,67.9401
5454.4,0.02,67.9184
5454.8,0.02,67.8968
5455.2,0.02,67.8754
5455.6,0.02,67.8542
5456,0.02,67.8331
5456.4,0.02,67.8122
5456.8,0.02,67.7915
5457.2,0.02,67.7709
5457.6,0.02,67.7505
5458,0.02,67.7302
5458.4,0.02,67.7101
5458.8,0.02,67.6901
5459.2,0.02,67.6703
5459.6,0.02,67.6507
5460,0.02,67.6311
5460.4,0.02,67.6117
5460.8,0.02,67.5925
5461.2,0.02,67.5734
5461.6,0.02,67.5544
5462,0.02,67.5356
5462.4,0.02,67.5169
5462.8,0.02,67.4983
5463.2,0.02,67.4798
5463.6,0.02,67.4615
5464,0.02,67.4433
5464.4,0.02,67.4253
5464.8,0.02,67.4073
5465.2,0.02,67.3895
5465.6,0.02,67.3718
5466,0.02,67.3542
5466.4,0.02,67.3367
5466.8,0.02,67.3194
5467.2,0.02,67.3022
5467.6,0.02,67.285
5468,0.02,67.268
5468.4,0.02,67.2511
5468.8,0.02,67.2343
5469.2,0.02,67.2176
5469.6,0.02,67.2011
5470,0.02,67.1846
5470.4,0.02,67.1682
5470.8,0.02,67.152
5471.2,0.02,67.1358
5471.6,0.02,67.1197
5472,0.02,67.1038
5472.4,0.02,67.0879
5472.8,0.02,67.0721
5473.2,0.02,67.0564
5473.6,0.02,67.0409
5474,0.02,67.0254
5474.4,0.02,67.01
5474.8,0.02,66.9947
5475.2,0.02,66.9795
5475.6,0.02,66.9644
5476,0.02,66.9493
5476.4,0.02,66.9344
5476.8,0.02,66.9195
5477.2,0.02,66.9048
5477.6,0.02,66.8901
5478,0.02,66.8755
5478.4,0.02,66.8609
5478.8,0.02,66.8465
5479.2,0.02,66.8322
5479.6,0.02,66.8179
5480,0.02,66.8037
5500,0.02,66.2388
5520,0.02,65.7738
5540,0.02,65.3811
5560,0.02,65.0431
5580,0.02,64.7475
5600,0.02,64.4856
5620,0.02,64.2512
5640,0.02,64.0394
5660,0.02,63.8467
5680,0.02,63.6701
5700,0.02,63.5075
5720,0.02,63.3568
5740,0.02,63.2166
5760,0.02,63.0858
5780,0.02,62.9631
5800,0.02,62.8477
5820,0.02,62.7389
5840,0.02,62.6361
5860,0.02,62.5386
5880,0.02,62.4459
5900,0.02,62.3578
5920,0.02,62.2737
5940,0.02,62.1933
5960,0.02,62.1164
5980,0.02,62.0427
6000,0.02,61.972
6020,0.02,61.904
6040,0.02,61.8386
6060,0.02,61.7756
6080,0.02,61.7148
6100,0.02,61.6561
6120,0.02,61.5994
6140,0.02,61.5445
6160,0.02,61.4914
6180,0.02,61.4399
6200,0.02,61.39
6220,0.02,61.3416
6240,0.02,61.2945
6260,0.02,61.2488
6280,0.02,61.2043
6300,0.02,61.161
6320,0.02,61.1189
6340,0.02,61.0779
6360,0.02,61.0379
6380,0.02,60.9988
6400,0.02,60.9608
6420,0.02,60.9236
6440,0.02,60.8873
6460,0.02,60.8518
6480,0.02,60.8171
6500,0.02,60.7832
6520,0.02,60.75
6540,0.02,60.7175
6560,0.02,60.6857
6580,0.02,60.6546
6600,0.02,60.6241
6620,0.02,60.5941
6640,0.02,60.5648
6660,0.02,60.5361
6680,0.02,60.5078
6700,0.02,60.4801
6720,0.02,60.4529
6740,0.02,60.4263
6760,0.02,60.4
6780,0.02,60.3743
6800,0.02,60.349
6820,0.02,60.3241
6840,0.02,60.2996
6860,0.02,60.2756
6880,0.02,60.2519
6900,0.02,60.2286
6920,0.02,60.2057
6940,0.02,60.1832
6960,0.02,60.161
6980,0.02,60.1391
7000,0.02,60.1176
7020,0.02,60.0964
7040,0.02,60.0755
7060,0.02,60.0549
7080,0.02,60.0346
7100,0.02,60.0146
7120,0.02,59.9949
7140,0.02,59.9754
7160,0.02,59.9562
7180,0.02,59.9373
7200,0.02,59.9187
7220,0.02,59.9002
7240,0.02,59.8821
7260,0.02,59.8641
7280,0.02,59.8464
7300,0.02,59.8289
7320,0.02,59.8117
7340,0.02,59.7946
7360,0.02,59.7778
7380,0.02,59.7612
7400,0.02,59.7448
7420,0.02,59.7285
7440,0.02,59.7125
7460,0.02,59.6967
7480,0.02,59.681
7500,0.02,59.6655
7520,0.02,59.6502
7540,0.02,59.6351
7560,0.02,59.6201
7580,0.02,59.6053
7600,0.02,59.5907
7620,0.02,59.5762
7640,0.02,59.5619
7660,0.02,59.5477
7680,0.02,59.5337
7700,0.02,59.5198
7720,0.02,59.5061
7740,0.02,59.4925
7760,0.02,59.4791
7780,0.02,59.4658
7800,0.02,59.4526
7820,0.02,59.4396
7840,0.02,59.4267
7860,0.02,59.4139
7880,0.02,59.4012
7900,0.02,59.3887
7920,0.02,59.3763
7940,0.02,59.364
7960,0.02,59.3518
7980,0.02,59.3397
8000,0.01,-96.1836
8020,1.30E-33,-98.5744
8040,3.84E-29,-78.166
8060,-1.22E-34,-72.8456
8080,1.33E-29,-70.3431
8100,2.82E-32,-68.8336
8120,-2.31E-33,-67.7953
8140,5.26E-34,-67.022
8160,1.67E-34,-66.4149
8160.4,-1.03E-31,-66.4028
8160.8,4.04E-31,-66.3908
8161.2,-3.31E-31,-66.3788
8161.6,-3.97E-31,-66.3669
8162,3.27E-31,-66.3551
8162.4,1.87E-31,-66.3433
8162.8,-9.45E-32,-66.3316
8163.2,1.14E-31,-66.3199
8163.6,-9.75E-33,-66.3083
8164,3.39E-31,-66.2967
8164.4,1.63E-31,-66.2852
8164.8,-6.65E-31,-66.2737
8165.2,4.80E-31,-66.2623
8165.6,1.28E-31,-66.2509
8166,-4.26E-31,-66.2396
8166.4,5.93E-31,-66.2284
8166.8,1.08E-32,-66.2172
8167.2,-3.58E-32,-66.2061
8167.6,-8.25E-32,-66.195
8168,3.32E-31,-66.1839
8168.4,2.42E-31,-66.1729
8168.8,1.76E-31,-66.162
8169.2,7.27E-32,-66.1511
8169.6,-2.41E-31,-66.1402
8170,-2.00E-32,-66.1294
8170.4,-3.66E-31,-66.1187
8170.8,-3.93E-32,-66.108
8171.2,-1.63E-31,-66.0973
8171.6,-4.06E-31,-66.0867
8172,3.66E-31,-66.0761
8172.4,2.11E-31,-66.0656
8172.8,-1.76E-31,-66.0552
8173.2,2.25E-31,-66.0447
8173.6,-1.81E-31,-66.0344
8174,-2.21E-31,-66.024
8174.4,5.82E-32,-66.0137
8174.8,3.25E-31,-66.0035
8175.2,2.24E-31,-65.9933
8175.6,1.64E-31,-65.9831
8176,-4.39E-32,-65.973
8176.4,-1.42E-32,-65.9629
8176.8,1.77E-31,-65.9529
8177.2,-7.13E-32,-65.9429
8177.6,3.12E-31,-65.933
8178,6.84E-32,-65.9231
8178.4,-1.72E-31,-65.9132
8178.8,-4.15E-31,-65.9034
8179.2,-1.86E-32,-65.8936
8179.6,1.49E-31,-65.8838
8180,-1.10E-31,-65.8741
8180.4,-1.21E-31,-65.8645
8180.8,2.25E-31,-65.8548
8181.2,-1.63E-31,-65.8452
8181.6,-1.31E-31,-65.8357
8182,-1.35E-31,-65.8262
8182.4,9.22E-32,-65.8167
8182.8,2.00E-32,-65.8073
8183.2,3.74E-33,-65.7979
8183.6,7.47E-32,-65.7885
8184,-2.06E-31,-65.7792
8184.4,-6.47E-32,-65.7699
8184.8,1.33E-31,-65.7607
8185.2,-1.45E-31,-65.7515
8185.6,1.61E-32,-65.7423
8186,-1.41E-31,-65.7331
8186.4,1.92E-31,-65.724
8186.8,6.10E-33,-65.715
8187.2,-2.22E-32,-65.7059
8187.6,7.71E-32,-65.6969
8188,3.62E-32,-65.688
8188.4,-1.09E-31,-65.679
8188.8,-1.16E-31,-65.6701
8189.2,-8.34E-32,-65.6613
8189.6,-4.60E-32,-65.6524
8190,1.38E-31,-65.6436
8190.4,-5.43E-32,-65.6349
8190.8,-8.53E-32,-65.6261
8191.2,-1.38E-33,-65.6174
8191.6,1.45E-31,-65.6088
8192,1.05E-31,-65.6001
8192.4,2.54E-33,-65.5915
8192.8,9.18E-32,-65.583
8193.2,-2.64E-32,-65.5744
8193.6,1.74E-31,-65.5659
8194,-5.35E-32,-65.5574
8194.4,-5.72E-33,-65.549
8194.8,-1.36E-31,-65.5406
8195.2,9.11E-32,-65.5322
8195.6,1.55E-31,-65.5238
8196,-1.32E-32,-65.5155
8196.4,-1.70E-32,-65.5072
8196.8,1.36E-31,-65.4989
8197.2,-1.80E-31,-65.4907
8197.6,-2.30E-31,-65.4825
8198,-8.64E-32,-65.4743
8198.4,5.14E-32,-65.4662
8198.8,6.38E-33,-65.4581
8199.2,-3.73E-34,-65.45
8199.6,-8.18E-32,-65.4419
8200,8.68E-32,-65.4339
8220,1.59E-33,-65.0888
8240,-3.86E-35,-64.7877
8260,-1.06E-34,-64.5214
8280,4.67E-29,-64.2834
8300,1.38E-28,-64.0686
8320,-4.49E-29,-63.8734
8340,-1.67E-29,-63.6946
8360,8.18E-29,-63.5301
8380,1.03E-28,-63.3778
8400,3.53E-29,-63.2362
8420,-8.37E-29,-63.104
8440,4.91E-29,-62.9802
8460,-3.39E-29,-62.8639
8480,1.57E-29,-62.7542
8500,-1.04E-29,-62.6505
8520,4.23E-31,-62.5523
8540,8.81E-30,-62.459
8560,-9.61E-31,-62.3702
8580,-1.24E-29,-62.2855
8600,-1.14E-29,-62.2047
8620,-4.37E-30,-62.1273
8640,-4.92E-30,-62.0531
8660,4.89E-30,-61.982
8680,9.31E-31,-61.9136
8700,-2.54E-30,-61.8479
8720,4.85E-31,-61.7845
8740,-9.14E-31,-61.7234
8760,-6.80E-31,-61.6644
8780,1.20E-30,-61.6074
8800,1.27E-30,-61.5523
8820,1.48E-30,-61.4989
8840,4.37E-32,-61.4472
8860,7.81E-31,-61.3971
8880,5.07E-31,-61.3484
8900,-5.57E-31,-61.3012
8920,-6.31E-31,-61.2553
8940,-1.27E-31,-61.2106
8960,-6.65E-32,-61.1672
8980,-5.65E-32,-61.1249
9000,4.36E-31,-61.0837
9020,3.81E-31,-61.0436
9040,-3.09E-31,-61.0044
9060,-9.93E-32,-60.9662
9080,1.92E-31,-60.9289
9100,-2.72E-31,-60.8924
9120,-8.75E-32,-60.8569
9140,3.56E-31,-60.8221
9160,1.14E-31,-60.788
9180,1.09E-32,-60.7547
9200,1.13E-31,-60.7222
9220,6.67E-32,-60.6903
9240,-2.07E-32,-60.659
9260,-1.23E-31,-60.6284
9280,7.19E-32,-60.5984
9300,3.70E-32,-60.569
9320,6.59E-32,-60.5402
9340,1.44E-32,-60.5119
9360,4.03E-32,-60.4841
9380,-3.25E-32,-60.4568
9400,-3.08E-32,-60.4301
9420,2.83E-32,-60.4038
9440,-2.99E-33,-60.378
9460,-8.69E-32,-60.3526
9480,1.04E-32,-60.3276
9500,-2.29E-32,-60.3031
9520,7.19E-32,-60.279
9540,-4.69E-32,-60.2553
9560,-6.34E-33,-60.2319
9580,7.74E-33,-60.209
9600,-7.65E-33,-60.1864
9620,2.87E-32,-60.1641
9640,-2.87E-32,-60.1422
9660,4.09E-32,-60.1207
9680,2.89E-32,-60.0994
9700,1.64E-32,-60.0785
9720,2.12E-33,-60.0578
9740,2.48E-33,-60.0375
9760,-6.01E-34,-60.0175
9780,9.13E-33,-59.9977
9800,5.14E-33,-59.9782
9820,6.43E-33,-59.959
9840,-1.47E-32,-59.94
9860,-2.11E-32,-59.9213
9880,1.78E-32,-59.9029
9900,1.52E-32,-59.8847
9920,-2.43E-33,-59.8667
9940,1.53E-33,-59.849
9960,5.84E-33,-59.8315
9980,-6.93E-36,-59.8142
10000,6.85E-30,-59.7971
10020,1.56E-30,-59.7802
10040,9.26E-30,-59.7636
10060,3.35E-30,-59.7471
10080,1.36E-29,-59.7309
10100,6.67E-30,-59.7148
10120,4.04E-30,-59.6989
10140,-5.75E-30,-59.6832
10160,1.71E-30,-59.6677
10180,-2.46E-30,-59.6524
10200,4.11E-30,-59.6372
10220,-8.90E-31,-59.6223
10240,4.13E-30,-59.6074
10260,-7.25E-30,-59.5928
10280,6.20E-30,-59.5783
10300,4.33E-30,-59.5639
10320,-7.43E-31,-59.5498
10340,2.33E-31,-59.5357
10360,-2.00E-30,-59.5218
10380,5.19E-30,-59.5081
10400,-2.07E-30,-59.4945
10420,-1.37E-30,-59.481
10440,4.53E-30,-59.4677
10460,-6.31E-30,-59.4545
10480,-2.39E-30,-59.4415
10500,6.63E-30,-59.4285
10520,4.86E-30,-59.4157
10540,3.50E-30,-59.403
10560,-2.86E-31,-59.3905
10580,-1.37E-30,-59.3781
10600,3.01E-30,-59.3657
10620,-1.55E-30,-59.3536
10640,-1.18E-30,-59.3415
10660,0.01,96.1836
10680,0.02,98.5744
10700,0.02,78.166
10720,0.02,72.8456
10740,0.02,70.3431
10760,0.02,68.8336
10780,0.02,67.7953
10800,0.02,67.022
10820,0.02,66.4149
10840,0.02,65.9202
10860,0.02,65.5057
10880,0.02,65.151
10880.4,0.02,65.1439
10880.8,0.02,65.1368
10881.2,0.02,65.1298
10881.6,0.02,65.1228
10882,0.02,65.1158
10882.4,0.02,65.1089
10882.8,0.02,65.1019
10883.2,0.02,65.095
10883.6,0.02,65.0881
10884,0.02,65.0812
10884.4,0.02,65.0744
10884.8,0.02,65.0675
10885.2,0.02,65.0607
10885.6,0.02,65.0539
10886,0.02,65.0472
